dataset,snapshot,query_id,policy,batch,accesses,dense,sparse,before,k
scifact,0,674,balanced,1,3726,1863,1863,65,66
scifact,0,674,balanced,1,4466,2233,2233,66,67
scifact,0,674,balanced,1,5914,2957,2957,67,68
scifact,0,674,balanced,1,6558,3279,3279,68,100
scifact,0,674,dibud,64,128,64,64,0,17
scifact,0,674,dibud,64,192,64,128,17,18
scifact,0,674,dibud,64,256,128,128,18,24
scifact,0,674,dibud,64,320,128,192,24,28
scifact,0,674,dibud,64,384,192,192,28,33
scifact,0,674,dibud,64,448,192,256,33,41
scifact,0,674,dibud,64,512,256,256,41,42
scifact,0,674,dibud,64,576,256,320,42,45
scifact,0,674,dibud,64,640,256,384,45,49
scifact,0,674,dibud,64,704,320,384,49,52
scifact,0,674,dibud,64,768,384,384,52,54
scifact,0,674,dibud,64,832,384,448,54,55
scifact,0,674,dibud,64,896,384,512,55,58
scifact,0,674,dibud,64,960,384,576,58,60
scifact,0,674,dibud,64,1088,384,704,60,62
scifact,0,674,dibud,64,1216,384,832,62,63
scifact,0,674,dibud,64,1280,384,896,63,64
scifact,0,674,dibud,64,1344,384,960,64,65
scifact,0,674,dibud,64,2304,384,1920,65,66
scifact,0,674,dibud,64,2624,384,2240,66,67
scifact,0,674,dibud,64,3392,384,3008,67,68
scifact,0,674,dibud,64,3663,384,3279,68,69
scifact,0,674,dibud,64,3727,448,3279,69,74
scifact,0,674,dibud,64,3791,512,3279,74,77
scifact,0,674,dibud,64,3855,576,3279,77,80
scifact,0,674,dibud,64,3919,640,3279,80,82
scifact,0,674,dibud,64,4047,768,3279,82,83
scifact,0,674,dibud,64,4160,881,3279,83,84
scifact,0,674,dibud,64,4224,945,3279,84,100
scifact,0,674,balanced,64,128,64,64,0,17
scifact,0,674,balanced,64,256,128,128,17,24
scifact,0,674,balanced,64,384,192,192,24,33
scifact,0,674,balanced,64,512,256,256,33,42
scifact,0,674,balanced,64,640,320,320,42,45
scifact,0,674,balanced,64,768,384,384,45,54
scifact,0,674,balanced,64,896,448,448,54,55
scifact,0,674,balanced,64,1024,512,512,55,58
scifact,0,674,balanced,64,1152,576,576,58,60
scifact,0,674,balanced,64,1408,704,704,60,62
scifact,0,674,balanced,64,1664,832,832,62,63
scifact,0,674,balanced,64,1792,896,896,63,64
scifact,0,674,balanced,64,1920,960,960,64,65
scifact,0,674,balanced,64,3840,1920,1920,65,66
scifact,0,674,balanced,64,4480,2240,2240,66,67
scifact,0,674,balanced,64,6016,3008,3008,67,68
scifact,0,674,balanced,64,6607,3328,3279,68,100
scifact,0,1150,dibud,1,2,1,1,0,1
scifact,0,1150,dibud,1,8,4,4,1,2
scifact,0,1150,dibud,1,26,13,13,2,3
scifact,0,1150,dibud,1,33,15,18,3,4
scifact,0,1150,dibud,1,40,18,22,4,5
scifact,0,1150,dibud,1,41,19,22,5,6
scifact,0,1150,dibud,1,43,21,22,6,7
scifact,0,1150,dibud,1,66,33,33,7,8
scifact,0,1150,dibud,1,76,38,38,8,9
scifact,0,1150,dibud,1,78,39,39,9,10
scifact,0,1150,dibud,1,84,42,42,10,11
scifact,0,1150,dibud,1,100,50,50,11,12
scifact,0,1150,dibud,1,132,66,66,12,13
scifact,0,1150,dibud,1,136,68,68,13,14
scifact,0,1150,dibud,1,152,76,76,14,15
scifact,0,1150,dibud,1,178,89,89,15,16
scifact,0,1150,dibud,1,194,97,97,16,17
scifact,0,1150,dibud,1,202,101,101,17,18
scifact,0,1150,dibud,1,222,111,111,18,19
scifact,0,1150,dibud,1,234,117,117,19,20
scifact,0,1150,dibud,1,256,128,128,20,21
scifact,0,1150,dibud,1,302,151,151,21,22
scifact,0,1150,dibud,1,332,166,166,22,23
scifact,0,1150,dibud,1,346,173,173,23,24
scifact,0,1150,dibud,1,498,249,249,24,25
scifact,0,1150,dibud,1,564,282,282,25,26
scifact,0,1150,dibud,1,630,315,315,26,27
scifact,0,1150,dibud,1,700,350,350,27,28
scifact,0,1150,dibud,1,724,362,362,28,29
scifact,0,1150,dibud,1,737,362,375,29,30
scifact,0,1150,dibud,1,953,362,591,30,31
scifact,0,1150,dibud,1,1206,412,794,31,32
scifact,0,1150,dibud,1,2537,628,1909,32,33
scifact,0,1150,dibud,1,2609,628,1981,33,34
scifact,0,1150,dibud,1,2792,628,2164,34,35
scifact,0,1150,dibud,1,3839,632,3207,35,36
scifact,0,1150,dibud,1,3906,699,3207,36,37
scifact,0,1150,dibud,1,4004,797,3207,37,38
scifact,0,1150,dibud,1,4026,819,3207,38,39
scifact,0,1150,dibud,1,4265,1058,3207,39,40
scifact,0,1150,dibud,1,4733,1526,3207,40,41
scifact,0,1150,dibud,1,5532,2325,3207,41,50
scifact,0,1150,dibud,1,5983,2776,3207,50,70
scifact,0,1150,dibud,1,6189,2982,3207,70,77
scifact,0,1150,dibud,1,6406,3199,3207,77,78
scifact,0,1150,dibud,1,6772,3565,3207,78,79
scifact,0,1150,dibud,1,7185,3978,3207,79,90
scifact,0,1150,dibud,1,7189,3982,3207,90,100
scifact,0,1150,balanced,1,2,1,1,0,1
scifact,0,1150,balanced,1,8,4,4,1,2
scifact,0,1150,balanced,1,26,13,13,2,3
scifact,0,1150,balanced,1,36,18,18,3,4
scifact,0,1150,balanced,1,44,22,22,4,7
scifact,0,1150,balanced,1,66,33,33,7,8
scifact,0,1150,balanced,1,76,38,38,8,9
scifact,0,1150,balanced,1,78,39,39,9,10
scifact,0,1150,balanced,1,84,42,42,10,11
scifact,0,1150,balanced,1,100,50,50,11,12
scifact,0,1150,balanced,1,132,66,66,12,13
scifact,0,1150,balanced,1,136,68,68,13,14
scifact,0,1150,balanced,1,152,76,76,14,15
scifact,0,1150,balanced,1,178,89,89,15,16
scifact,0,1150,balanced,1,194,97,97,16,17
scifact,0,1150,balanced,1,202,101,101,17,18
scifact,0,1150,balanced,1,222,111,111,18,19
scifact,0,1150,balanced,1,234,117,117,19,20
scifact,0,1150,balanced,1,256,128,128,20,21
scifact,0,1150,balanced,1,302,151,151,21,22
scifact,0,1150,balanced,1,332,166,166,22,23
scifact,0,1150,balanced,1,346,173,173,23,24
scifact,0,1150,balanced,1,498,249,249,24,25
scifact,0,1150,balanced,1,564,282,282,25,26
scifact,0,1150,balanced,1,630,315,315,26,27
scifact,0,1150,balanced,1,700,350,350,27,28
scifact,0,1150,balanced,1,724,362,362,28,29
scifact,0,1150,balanced,1,750,375,375,29,30
scifact,0,1150,balanced,1,1182,591,591,30,31
scifact,0,1150,balanced,1,1588,794,794,31,32
scifact,0,1150,balanced,1,3818,1909,1909,32,33
scifact,0,1150,balanced,1,3962,1981,1981,33,34
scifact,0,1150,balanced,1,4328,2164,2164,34,35
scifact,0,1150,balanced,1,6414,3207,3207,35,78
scifact,0,1150,balanced,1,6772,3565,3207,78,79
scifact,0,1150,balanced,1,7185,3978,3207,79,90
scifact,0,1150,balanced,1,7189,3982,3207,90,100
scifact,0,1150,dibud,64,128,64,64,0,12
scifact,0,1150,dibud,64,256,128,128,12,21
scifact,0,1150,dibud,64,384,192,192,21,24
scifact,0,1150,dibud,64,512,256,256,24,25
scifact,0,1150,dibud,64,640,320,320,25,27
scifact,0,1150,dibud,64,768,384,384,27,30
scifact,0,1150,dibud,64,1024,384,640,30,31
scifact,0,1150,dibud,64,1280,448,832,31,32
scifact,0,1150,dibud,64,2560,640,1920,32,33
scifact,0,1150,dibud,64,2624,640,1984,33,34
scifact,0,1150,dibud,64,2816,640,2176,34,35
scifact,0,1150,dibud,64,3847,640,3207,35,36
scifact,0,1150,dibud,64,3911,704,3207,36,37
scifact,0,1150,dibud,64,4039,832,3207,37,39
scifact,0,1150,dibud,64,4288,1081,3207,39,40
scifact,0,1150,dibud,64,4736,1529,3207,40,41
scifact,0,1150,dibud,64,5568,2361,3207,41,50
scifact,0,1150,dibud,64,6016,2809,3207,50,70
scifact,0,1150,dibud,64,6208,3001,3207,70,77
scifact,0,1150,dibud,64,6464,3257,3207,77,78
scifact,0,1150,dibud,64,6784,3577,3207,78,79
scifact,0,1150,dibud,64,7232,4025,3207,79,100
scifact,0,1150,balanced,64,128,64,64,0,12
scifact,0,1150,balanced,64,256,128,128,12,21
scifact,0,1150,balanced,64,384,192,192,21,24
scifact,0,1150,balanced,64,512,256,256,24,25
scifact,0,1150,balanced,64,640,320,320,25,27
scifact,0,1150,balanced,64,768,384,384,27,30
scifact,0,1150,balanced,64,1280,640,640,30,31
scifact,0,1150,balanced,64,1664,832,832,31,32
scifact,0,1150,balanced,64,3840,1920,1920,32,33
scifact,0,1150,balanced,64,3968,1984,1984,33,34
scifact,0,1150,balanced,64,4352,2176,2176,34,35
scifact,0,1150,balanced,64,6471,3264,3207,35,78
scifact,0,1150,balanced,64,6791,3584,3207,78,79
scifact,0,1150,balanced,64,7239,4032,3207,79,100
trec-covid,0,8,dibud,1,26,13,13,0,1
trec-covid,0,8,dibud,1,42,21,21,1,2
trec-covid,0,8,dibud,1,320,160,160,2,3
trec-covid,0,8,dibud,1,410,205,205,3,4
trec-covid,0,8,dibud,1,458,229,229,4,5
trec-covid,0,8,dibud,1,478,229,249,5,6
trec-covid,0,8,dibud,1,547,258,289,6,7
trec-covid,0,8,dibud,1,590,278,312,7,8
trec-covid,0,8,dibud,1,622,292,330,8,9
trec-covid,0,8,dibud,1,652,306,346,9,10
trec-covid,0,8,dibud,1,1152,521,631,10,11
trec-covid,0,8,dibud,1,1708,742,966,11,12
trec-covid,0,8,dibud,1,3893,742,3151,12,13
trec-covid,0,8,dibud,1,3902,751,3151,13,14
trec-covid,0,8,dibud,1,3963,812,3151,14,15
trec-covid,0,8,dibud,1,4017,866,3151,15,16
trec-covid,0,8,dibud,1,4120,969,3151,16,17
trec-covid,0,8,balanced,1,26,13,13,0,1
trec-covid,0,8,balanced,1,42,21,21,1,2
trec-covid,0,8,balanced,1,320,160,160,2,3
trec-covid,0,8,balanced,1,410,205,205,3,4
trec-covid,0,8,balanced,1,458,229,229,4,5
trec-covid,0,8,balanced,1,498,249,249,5,6
trec-covid,0,8,balanced,1,578,289,289,6,7
trec-covid,0,8,balanced,1,624,312,312,7,8
trec-covid,0,8,balanced,1,660,330,330,8,9
trec-covid,0,8,balanced,1,692,346,346,9,10
trec-covid,0,8,balanced,1,1262,631,631,10,11
trec-covid,0,8,balanced,1,1932,966,966,11,12
trec-covid,0,8,balanced,1,6302,3151,3151,12,17
trec-covid,0,8,dibud,64,128,64,64,0,2
trec-covid,0,8,dibud,64,384,192,192,2,3
trec-covid,0,8,dibud,64,512,256,256,3,6
trec-covid,0,8,dibud,64,640,320,320,6,8
trec-covid,0,8,dibud,64,704,320,384,8,10
trec-covid,0,8,dibud,64,1216,576,640,10,11
trec-covid,0,8,dibud,64,1792,768,1024,11,12
trec-covid,0,8,dibud,64,3968,768,3200,12,14
trec-covid,0,8,dibud,64,4032,832,3200,14,15
trec-covid,0,8,dibud,64,4096,896,3200,15,16
trec-covid,0,8,dibud,64,4224,1024,3200,16,17
trec-covid,0,8,balanced,64,128,64,64,0,2
trec-covid,0,8,balanced,64,384,192,192,2,3
trec-covid,0,8,balanced,64,512,256,256,3,6
trec-covid,0,8,balanced,64,640,320,320,6,8
trec-covid,0,8,balanced,64,768,384,384,8,10
trec-covid,0,8,balanced,64,1280,640,640,10,11
trec-covid,0,8,balanced,64,2048,1024,1024,11,12
trec-covid,0,8,balanced,64,6400,3200,3200,12,17
trec-covid,0,34,dibud,1,26,13,13,0,1
trec-covid,0,34,dibud,1,86,43,43,1,2
trec-covid,0,34,dibud,1,88,44,44,2,3
trec-covid,0,34,dibud,1,120,60,60,3,4
trec-covid,0,34,dibud,1,164,82,82,4,5
trec-covid,0,34,dibud,1,262,131,131,5,6
trec-covid,0,34,dibud,1,874,437,437,6,7
trec-covid,0,34,dibud,1,2226,1113,1113,7,8
trec-covid,0,34,dibud,1,2447,1223,1224,8,9
trec-covid,0,34,dibud,1,3138,1914,1224,9,10
trec-covid,0,34,dibud,1,4744,3520,1224,10,11
trec-covid,0,34,dibud,1,5129,3905,1224,11,12
trec-covid,0,34,dibud,1,5705,3905,1800,12,13
trec-covid,0,34,balanced,1,26,13,13,0,1
trec-covid,0,34,balanced,1,86,43,43,1,2
trec-covid,0,34,balanced,1,88,44,44,2,3
trec-covid,0,34,balanced,1,120,60,60,3,4
trec-covid,0,34,balanced,1,164,82,82,4,5
trec-covid,0,34,balanced,1,262,131,131,5,6
trec-covid,0,34,balanced,1,874,437,437,6,7
trec-covid,0,34,balanced,1,2226,1113,1113,7,8
trec-covid,0,34,balanced,1,2448,1224,1224,8,9
trec-covid,0,34,balanced,1,3827,1914,1913,9,10
trec-covid,0,34,balanced,1,7039,3520,3519,10,11
trec-covid,0,34,balanced,1,7809,3905,3904,11,13
trec-covid,0,34,dibud,64,128,64,64,0,4
trec-covid,0,34,dibud,64,256,128,128,4,5
trec-covid,0,34,dibud,64,384,192,192,5,6
trec-covid,0,34,dibud,64,896,448,448,6,7
trec-covid,0,34,dibud,64,2304,1152,1152,7,8
trec-covid,0,34,dibud,64,2560,1280,1280,8,9
trec-covid,0,34,dibud,64,3200,1920,1280,9,10
trec-covid,0,34,dibud,64,4800,3520,1280,10,11
trec-covid,0,34,dibud,64,5248,3968,1280,11,12
trec-covid,0,34,dibud,64,5824,3968,1856,12,13
trec-covid,0,34,balanced,64,128,64,64,0,4
trec-covid,0,34,balanced,64,256,128,128,4,5
trec-covid,0,34,balanced,64,384,192,192,5,6
trec-covid,0,34,balanced,64,896,448,448,6,7
trec-covid,0,34,balanced,64,2304,1152,1152,7,8
trec-covid,0,34,balanced,64,2560,1280,1280,8,9
trec-covid,0,34,balanced,64,3776,1920,1856,9,10
trec-covid,0,34,balanced,64,6976,3520,3456,10,11
trec-covid,0,34,balanced,64,7872,3968,3904,11,13
trec-covid-chrono-r1,1,7,dibud,1,16,8,8,0,1
trec-covid-chrono-r1,1,7,dibud,1,24,12,12,1,2
trec-covid-chrono-r1,1,7,dibud,1,30,15,15,2,3
trec-covid-chrono-r1,1,7,dibud,1,42,21,21,3,4
trec-covid-chrono-r1,1,7,dibud,1,48,24,24,4,5
trec-covid-chrono-r1,1,7,dibud,1,54,24,30,5,6
trec-covid-chrono-r1,1,7,dibud,1,67,29,38,6,7
trec-covid-chrono-r1,1,7,dibud,1,99,45,54,7,8
trec-covid-chrono-r1,1,7,dibud,1,117,53,64,8,9
trec-covid-chrono-r1,1,7,dibud,1,126,57,69,9,10
trec-covid-chrono-r1,1,7,dibud,1,128,59,69,10,11
trec-covid-chrono-r1,1,7,dibud,1,135,66,69,11,12
trec-covid-chrono-r1,1,7,dibud,1,139,70,69,12,13
trec-covid-chrono-r1,1,7,dibud,1,149,79,70,13,14
trec-covid-chrono-r1,1,7,dibud,1,153,81,72,14,15
trec-covid-chrono-r1,1,7,dibud,1,161,85,76,15,16
trec-covid-chrono-r1,1,7,dibud,1,185,98,87,16,17
trec-covid-chrono-r1,1,7,dibud,1,207,110,97,17,18
trec-covid-chrono-r1,1,7,dibud,1,240,128,112,18,19
trec-covid-chrono-r1,1,7,dibud,1,298,159,139,19,20
trec-covid-chrono-r1,1,7,dibud,1,306,164,142,20,21
trec-covid-chrono-r1,1,7,dibud,1,307,164,143,21,22
trec-covid-chrono-r1,1,7,dibud,1,339,188,151,22,23
trec-covid-chrono-r1,1,7,dibud,1,346,188,158,23,24
trec-covid-chrono-r1,1,7,dibud,1,347,188,159,24,26
trec-covid-chrono-r1,1,7,dibud,1,365,196,169,26,27
trec-covid-chrono-r1,1,7,dibud,1,369,198,171,27,28
trec-covid-chrono-r1,1,7,dibud,1,383,206,177,28,29
trec-covid-chrono-r1,1,7,dibud,1,488,265,223,29,30
trec-covid-chrono-r1,1,7,dibud,1,519,283,236,30,31
trec-covid-chrono-r1,1,7,dibud,1,679,376,303,31,32
trec-covid-chrono-r1,1,7,dibud,1,711,395,316,32,33
trec-covid-chrono-r1,1,7,dibud,1,762,425,337,33,34
trec-covid-chrono-r1,1,7,dibud,1,778,435,343,34,35
trec-covid-chrono-r1,1,7,dibud,1,869,490,379,35,36
trec-covid-chrono-r1,1,7,dibud,1,899,508,391,36,37
trec-covid-chrono-r1,1,7,dibud,1,983,560,423,37,38
trec-covid-chrono-r1,1,7,dibud,1,991,565,426,38,39
trec-covid-chrono-r1,1,7,dibud,1,1044,598,446,39,40
trec-covid-chrono-r1,1,7,dibud,1,1074,617,457,40,41
trec-covid-chrono-r1,1,7,dibud,1,1288,755,533,41,42
trec-covid-chrono-r1,1,7,dibud,1,1293,758,535,42,43
trec-covid-chrono-r1,1,7,dibud,1,1301,763,538,43,44
trec-covid-chrono-r1,1,7,dibud,1,1413,837,576,44,45
trec-covid-chrono-r1,1,7,dibud,1,1704,1035,669,45,46
trec-covid-chrono-r1,1,7,dibud,1,2095,1313,782,46,47
trec-covid-chrono-r1,1,7,dibud,1,2193,1384,809,47,48
trec-covid-chrono-r1,1,7,dibud,1,2457,1648,809,48,49
trec-covid-chrono-r1,1,7,dibud,1,2495,1686,809,49,50
trec-covid-chrono-r1,1,7,dibud,1,2808,1999,809,50,52
trec-covid-chrono-r1,1,7,dibud,1,2825,1999,826,52,53
trec-covid-chrono-r1,1,7,dibud,1,3090,1999,1091,53,54
trec-covid-chrono-r1,1,7,dibud,1,3181,1999,1182,54,55
trec-covid-chrono-r1,1,7,dibud,1,3241,1999,1242,55,62
trec-covid-chrono-r1,1,7,dibud,1,4463,1999,2464,62,63
trec-covid-chrono-r1,1,7,dibud,1,5298,1999,3299,63,98
trec-covid-chrono-r1,1,7,dibud,1,5697,2398,3299,98,99
trec-covid-chrono-r1,1,7,dibud,1,6335,3036,3299,99,100
trec-covid-chrono-r1,1,7,balanced,1,16,8,8,0,1
trec-covid-chrono-r1,1,7,balanced,1,24,12,12,1,2
trec-covid-chrono-r1,1,7,balanced,1,30,15,15,2,3
trec-covid-chrono-r1,1,7,balanced,1,42,21,21,3,4
trec-covid-chrono-r1,1,7,balanced,1,48,24,24,4,5
trec-covid-chrono-r1,1,7,balanced,1,60,30,30,5,6
trec-covid-chrono-r1,1,7,balanced,1,76,38,38,6,7
trec-covid-chrono-r1,1,7,balanced,1,108,54,54,7,8
trec-covid-chrono-r1,1,7,balanced,1,128,64,64,8,9
trec-covid-chrono-r1,1,7,balanced,1,138,69,69,9,12
trec-covid-chrono-r1,1,7,balanced,1,139,70,69,12,13
trec-covid-chrono-r1,1,7,balanced,1,157,79,78,13,14
trec-covid-chrono-r1,1,7,balanced,1,161,81,80,14,15
trec-covid-chrono-r1,1,7,balanced,1,169,85,84,15,16
trec-covid-chrono-r1,1,7,balanced,1,195,98,97,16,17
trec-covid-chrono-r1,1,7,balanced,1,219,110,109,17,18
trec-covid-chrono-r1,1,7,balanced,1,255,128,127,18,19
trec-covid-chrono-r1,1,7,balanced,1,317,159,158,19,20
trec-covid-chrono-r1,1,7,balanced,1,327,164,163,20,22
trec-covid-chrono-r1,1,7,balanced,1,375,188,187,22,26
trec-covid-chrono-r1,1,7,balanced,1,391,196,195,26,27
trec-covid-chrono-r1,1,7,balanced,1,395,198,197,27,28
trec-covid-chrono-r1,1,7,balanced,1,411,206,205,28,29
trec-covid-chrono-r1,1,7,balanced,1,529,265,264,29,30
trec-covid-chrono-r1,1,7,balanced,1,565,283,282,30,31
trec-covid-chrono-r1,1,7,balanced,1,751,376,375,31,32
trec-covid-chrono-r1,1,7,balanced,1,789,395,394,32,33
trec-covid-chrono-r1,1,7,balanced,1,849,425,424,33,34
trec-covid-chrono-r1,1,7,balanced,1,869,435,434,34,35
trec-covid-chrono-r1,1,7,balanced,1,979,490,489,35,36
trec-covid-chrono-r1,1,7,balanced,1,1015,508,507,36,37
trec-covid-chrono-r1,1,7,balanced,1,1119,560,559,37,38
trec-covid-chrono-r1,1,7,balanced,1,1129,565,564,38,39
trec-covid-chrono-r1,1,7,balanced,1,1195,598,597,39,40
trec-covid-chrono-r1,1,7,balanced,1,1233,617,616,40,41
trec-covid-chrono-r1,1,7,balanced,1,1509,755,754,41,42
trec-covid-chrono-r1,1,7,balanced,1,1515,758,757,42,43
trec-covid-chrono-r1,1,7,balanced,1,1525,763,762,43,44
trec-covid-chrono-r1,1,7,balanced,1,1673,837,836,44,45
trec-covid-chrono-r1,1,7,balanced,1,2069,1035,1034,45,46
trec-covid-chrono-r1,1,7,balanced,1,2625,1313,1312,46,47
trec-covid-chrono-r1,1,7,balanced,1,2767,1384,1383,47,48
trec-covid-chrono-r1,1,7,balanced,1,3295,1648,1647,48,49
trec-covid-chrono-r1,1,7,balanced,1,3371,1686,1685,49,50
trec-covid-chrono-r1,1,7,balanced,1,3997,1999,1998,50,62
trec-covid-chrono-r1,1,7,balanced,1,4928,2464,2464,62,63
trec-covid-chrono-r1,1,7,balanced,1,6598,3299,3299,63,100
trec-covid-chrono-r1,1,7,dibud,64,128,64,64,0,9
trec-covid-chrono-r1,1,7,dibud,64,192,64,128,9,11
trec-covid-chrono-r1,1,7,dibud,64,256,128,128,11,19
trec-covid-chrono-r1,1,7,dibud,64,384,192,192,19,26
trec-covid-chrono-r1,1,7,dibud,64,448,256,192,26,29
trec-covid-chrono-r1,1,7,dibud,64,576,320,256,29,31
trec-covid-chrono-r1,1,7,dibud,64,704,384,320,31,32
trec-covid-chrono-r1,1,7,dibud,64,768,448,320,32,33
trec-covid-chrono-r1,1,7,dibud,64,832,448,384,33,35
trec-covid-chrono-r1,1,7,dibud,64,896,512,384,35,36
trec-covid-chrono-r1,1,7,dibud,64,960,512,448,36,37
trec-covid-chrono-r1,1,7,dibud,64,1024,576,448,37,39
trec-covid-chrono-r1,1,7,dibud,64,1088,640,448,39,40
trec-covid-chrono-r1,1,7,dibud,64,1152,640,512,40,41
trec-covid-chrono-r1,1,7,dibud,64,1344,768,576,41,44
trec-covid-chrono-r1,1,7,dibud,64,1472,896,576,44,45
trec-covid-chrono-r1,1,7,dibud,64,1792,1088,704,45,46
trec-covid-chrono-r1,1,7,dibud,64,2176,1344,832,46,47
trec-covid-chrono-r1,1,7,dibud,64,2240,1408,832,47,48
trec-covid-chrono-r1,1,7,dibud,64,2496,1664,832,48,49
trec-covid-chrono-r1,1,7,dibud,64,2560,1728,832,49,50
trec-covid-chrono-r1,1,7,dibud,64,2880,2048,832,50,53
trec-covid-chrono-r1,1,7,dibud,64,3200,2048,1152,53,54
trec-covid-chrono-r1,1,7,dibud,64,3264,2048,1216,54,55
trec-covid-chrono-r1,1,7,dibud,64,3328,2048,1280,55,62
trec-covid-chrono-r1,1,7,dibud,64,4544,2048,2496,62,63
trec-covid-chrono-r1,1,7,dibud,64,5376,2048,3328,63,98
trec-covid-chrono-r1,1,7,dibud,64,5760,2432,3328,98,99
trec-covid-chrono-r1,1,7,dibud,64,6400,3072,3328,99,100
trec-covid-chrono-r1,1,7,balanced,64,128,64,64,0,9
trec-covid-chrono-r1,1,7,balanced,64,256,128,128,9,19
trec-covid-chrono-r1,1,7,balanced,64,384,192,192,19,26
trec-covid-chrono-r1,1,7,balanced,64,448,256,192,26,29
trec-covid-chrono-r1,1,7,balanced,64,576,320,256,29,31
trec-covid-chrono-r1,1,7,balanced,64,704,384,320,31,32
trec-covid-chrono-r1,1,7,balanced,64,832,448,384,32,35
trec-covid-chrono-r1,1,7,balanced,64,960,512,448,35,37
trec-covid-chrono-r1,1,7,balanced,64,1088,576,512,37,39
trec-covid-chrono-r1,1,7,balanced,64,1216,640,576,39,41
trec-covid-chrono-r1,1,7,balanced,64,1472,768,704,41,44
trec-covid-chrono-r1,1,7,balanced,64,1728,896,832,44,45
trec-covid-chrono-r1,1,7,balanced,64,2112,1088,1024,45,46
trec-covid-chrono-r1,1,7,balanced,64,2624,1344,1280,46,47
trec-covid-chrono-r1,1,7,balanced,64,2752,1408,1344,47,48
trec-covid-chrono-r1,1,7,balanced,64,3264,1664,1600,48,49
trec-covid-chrono-r1,1,7,balanced,64,3392,1728,1664,49,50
trec-covid-chrono-r1,1,7,balanced,64,4032,2048,1984,50,62
trec-covid-chrono-r1,1,7,balanced,64,4992,2496,2496,62,63
trec-covid-chrono-r1,1,7,balanced,64,6656,3328,3328,63,100
trec-covid-chrono-r1,1,17,dibud,1,8,4,4,0,1
trec-covid-chrono-r1,1,17,dibud,1,11,5,6,1,2
trec-covid-chrono-r1,1,17,dibud,1,66,32,34,2,4
trec-covid-chrono-r1,1,17,dibud,1,77,37,40,4,5
trec-covid-chrono-r1,1,17,dibud,1,97,47,50,5,6
trec-covid-chrono-r1,1,17,dibud,1,108,52,56,6,7
trec-covid-chrono-r1,1,17,dibud,1,112,54,58,7,8
trec-covid-chrono-r1,1,17,dibud,1,142,69,73,8,9
trec-covid-chrono-r1,1,17,dibud,1,145,70,75,9,10
trec-covid-chrono-r1,1,17,dibud,1,203,98,105,10,11
trec-covid-chrono-r1,1,17,dibud,1,247,119,128,11,12
trec-covid-chrono-r1,1,17,dibud,1,251,121,130,12,13
trec-covid-chrono-r1,1,17,dibud,1,258,124,134,13,14
trec-covid-chrono-r1,1,17,dibud,1,270,130,140,14,15
trec-covid-chrono-r1,1,17,dibud,1,291,140,151,15,16
trec-covid-chrono-r1,1,17,dibud,1,358,171,187,16,17
trec-covid-chrono-r1,1,17,dibud,1,381,182,199,17,18
trec-covid-chrono-r1,1,17,dibud,1,390,186,204,18,19
trec-covid-chrono-r1,1,17,dibud,1,476,226,250,19,20
trec-covid-chrono-r1,1,17,dibud,1,487,231,256,20,21
trec-covid-chrono-r1,1,17,dibud,1,488,231,257,21,22
trec-covid-chrono-r1,1,17,dibud,1,549,292,257,22,23
trec-covid-chrono-r1,1,17,dibud,1,1408,964,444,23,24
trec-covid-chrono-r1,1,17,dibud,1,2083,1532,551,24,25
trec-covid-chrono-r1,1,17,dibud,1,5756,4987,769,25,26
trec-covid-chrono-r1,1,17,balanced,1,7,4,3,0,1
trec-covid-chrono-r1,1,17,balanced,1,12,6,6,1,2
trec-covid-chrono-r1,1,17,balanced,1,68,34,34,2,4
trec-covid-chrono-r1,1,17,balanced,1,80,40,40,4,5
trec-covid-chrono-r1,1,17,balanced,1,100,50,50,5,6
trec-covid-chrono-r1,1,17,balanced,1,112,56,56,6,7
trec-covid-chrono-r1,1,17,balanced,1,116,58,58,7,8
trec-covid-chrono-r1,1,17,balanced,1,146,73,73,8,9
trec-covid-chrono-r1,1,17,balanced,1,150,75,75,9,10
trec-covid-chrono-r1,1,17,balanced,1,210,105,105,10,11
trec-covid-chrono-r1,1,17,balanced,1,256,128,128,11,12
trec-covid-chrono-r1,1,17,balanced,1,260,130,130,12,13
trec-covid-chrono-r1,1,17,balanced,1,268,134,134,13,14
trec-covid-chrono-r1,1,17,balanced,1,280,140,140,14,15
trec-covid-chrono-r1,1,17,balanced,1,302,151,151,15,16
trec-covid-chrono-r1,1,17,balanced,1,374,187,187,16,17
trec-covid-chrono-r1,1,17,balanced,1,398,199,199,17,18
trec-covid-chrono-r1,1,17,balanced,1,408,204,204,18,19
trec-covid-chrono-r1,1,17,balanced,1,500,250,250,19,20
trec-covid-chrono-r1,1,17,balanced,1,512,256,256,20,21
trec-covid-chrono-r1,1,17,balanced,1,514,257,257,21,22
trec-covid-chrono-r1,1,17,balanced,1,583,292,291,22,23
trec-covid-chrono-r1,1,17,balanced,1,1927,964,963,23,24
trec-covid-chrono-r1,1,17,balanced,1,3063,1532,1531,24,25
trec-covid-chrono-r1,1,17,balanced,1,9973,4987,4986,25,26
trec-covid-chrono-r1,1,17,dibud,64,128,64,64,0,8
trec-covid-chrono-r1,1,17,dibud,64,256,128,128,8,12
trec-covid-chrono-r1,1,17,dibud,64,320,128,192,12,14
trec-covid-chrono-r1,1,17,dibud,64,384,192,192,14,17
